file_name,entropy,uncompressed_size,npz_compression_ratio,npz_compressed_image_size,jpg_compression_ratio,jpg_compressed_image_size,entropy_used,mean_used,dim_used
synthetic_5610,6.369101875536309,562467,1.4775012608750473,380688,4.525877468256651,124278,7.35,127,433
synthetic_5611,6.106862844738584,665523,1.563574553263071,425642,4.887334493622084,136173,7.244,127,471
synthetic_5612,6.478109362002097,128547,1.4242172439008176,90258,4.317134605051048,29776,7.399,127,207
synthetic_5613,6.371780377461694,293907,1.4770606238786619,198981,4.54394644486016,64681,7.352,127,313
synthetic_5614,6.292571941214389,562467,1.5013412768956047,374643,4.685389888960157,120047,7.319,127,433
synthetic_5615,6.263798907307597,213867,1.5043999409120645,142161,4.59899361331527,46503,7.308,127,267
synthetic_5616,6.0913215171190345,562467,1.5666033489677915,359036,4.895828074542812,114887,7.238,127,433
synthetic_5617,5.698064337624393,499392,1.7112428468628997,291830,5.466379149928303,91357,7.078,127,408
synthetic_5618,6.393954319049215,596748,1.4690881160405018,406203,4.598611357278815,129767,7.362,127,446
synthetic_5619,6.742025196234432,562467,1.3628328233010838,412719,4.117831806900793,136593,7.52,127,433
synthetic_5620,6.2072542491473515,499392,1.5283330680997442,326756,4.777087976735955,104539,7.284,127,408
synthetic_5621,6.176972069155909,388800,1.5358543782515435,253149,4.817067882497243,80713,7.272,127,360
synthetic_5622,6.241058442764834,562467,1.517842782740103,370570,4.698501403368083,119712,7.298,127,433
synthetic_5623,6.554323662254991,562467,1.41891646443293,396406,4.368811458220061,128746,7.432,127,433
synthetic_5624,6.419646617256656,499392,1.4601464848032981,342015,4.5007300059481965,110958,7.372,127,408
synthetic_5625,6.228704536003613,465708,1.5208033308841538,306225,4.695536443472036,99181,7.293,127,394
synthetic_5626,6.490793008126331,562467,1.438821555195154,390922,4.39180304828534,128072,7.404,127,433
synthetic_5627,6.541695161492217,1072812,1.4276178689768055,751470,4.41290290734982,243108,7.425,127,598
synthetic_5628,6.364513092109001,562467,1.4780953131775,380535,4.524166499095114,124325,7.349,127,433
synthetic_5629,6.438482394277276,494508,1.4538623013283,340134,4.469078453877507,110651,7.381,127,406
synthetic_5630,6.00304666715198,599427,1.5979265743959394,375128,5.122081894931128,117028,7.201,127,447
synthetic_5631,5.87734419009294,534252,1.6423161104689767,325304,5.242699010833726,101904,7.152,127,422
synthetic_5632,6.377317542098381,539328,1.4730988369869824,366118,4.573095349132997,117935,7.355,127,424
synthetic_5633,6.228959487706291,205932,1.5108730741012473,136300,4.548872346535309,45271,7.293,127,262
synthetic_5634,6.474283554502504,562467,1.4443303178226694,389431,4.402769406589278,127753,7.396,127,433
synthetic_5635,6.287225797183473,499392,1.501957930067911,332494,4.664904299739382,107053,7.317,127,408
synthetic_5636,6.539531771689288,451632,1.422763228775836,317433,4.3457911550748625,103924,7.426,127,388
synthetic_5637,6.092352553525799,480000,1.5679049849579116,306141,4.937763604567431,97210,7.238,127,400
synthetic_5638,6.478221009004016,562467,1.4426632741785315,389881,4.401873547296504,127779,7.398,127,433
synthetic_5639,6.717719839133202,546987,1.3684664805307876,399708,4.1307913636466616,132417,7.508,127,427
synthetic_5640,6.326898919018549,562467,1.4905197382891275,377363,4.661779453814595,120655,7.333,127,433
synthetic_5641,6.420674268123756,562467,1.4613290170719224,384901,4.494199146651326,125154,7.372,127,433
synthetic_5642,6.224539642642771,496947,1.5222620101515378,326453,4.7461177009913476,104706,7.291,127,407
synthetic_5643,6.4227556111743995,562467,1.4604373520003324,385136,4.4938041784844005,125165,7.374,127,433
synthetic_5644,6.29975405458306,562467,1.499044552885397,375217,4.681801912784358,120139,7.322,127,433
synthetic_5645,6.394360900271197,562467,1.4691691458990146,382847,4.502149151945443,124933,7.362,127,433
synthetic_5646,6.479561379414528,524172,1.442323249555613,363422,4.418470564434554,118632,7.398,127,418
synthetic_5647,6.2742608407955265,499392,1.5065342520302638,331484,4.696093735306841,106342,7.311,127,408
synthetic_5648,6.329649429529177,499392,1.4880483429776938,335602,4.637310799517133,107690,7.334,127,408
synthetic_5649,6.104239020032401,198147,1.5494033748807532,127886,4.703339742220323,42129,7.244,127,257
synthetic_5650,6.129730519758811,845883,1.5577181245131457,543027,4.865786945692378,173843,7.252,127,531
synthetic_5651,5.823302383762944,183027,1.6553642168478555,110566,5.193876103181134,35239,7.129,127,247
synthetic_5652,6.467602494594151,442368,1.4485773509157414,305381,4.5299526901099805,97654,7.393,127,384
synthetic_5653,5.923703737428725,559872,1.6253142508781606,344470,5.265518019712587,106328,7.169,127,432
synthetic_5654,6.232449577623963,162867,1.5053237702645248,108194,4.539973239672186,35874,7.294,127,233
synthetic_5655,6.333417400298276,562467,1.4879606996603283,378012,4.609440688383528,122025,7.336,127,433
synthetic_5656,6.236796370272994,562467,1.5194747306657446,370172,4.7029013377926425,119600,7.296,127,433
synthetic_5657,6.456878830440516,599427,1.4498945402827095,413428,4.470766798183133,134077,7.389,127,447
synthetic_5658,6.1684133862676696,562467,1.5410434777843838,364991,4.824398737434384,116588,7.268,127,433
synthetic_5659,6.098275159905131,562467,1.5651778285466227,359363,4.887107705140235,115092,7.24,127,433
synthetic_5660,6.165505183434402,480000,1.5433140740597842,311019,4.8482399878794,99005,7.267,127,400
synthetic_5661,6.007409738188297,499392,1.5960268075436965,312897,5.0314546517016945,99254,7.204,127,408
synthetic_5662,6.187417702221501,562467,1.535943179056425,366203,4.81753944190349,116754,7.276,127,433
synthetic_5663,6.242311876716055,3926208,1.5233578211317258,2577338,4.824447816764252,813815,7.298,127,1144
synthetic_5664,6.580512290307953,128547,1.3934332047001692,92252,4.293056807935077,29943,7.442,127,207
synthetic_5665,6.129472538552927,499392,1.5539568345323742,321368,4.867320981276985,102601,7.253,127,408
synthetic_5666,5.960947889896283,930747,1.6153950289236045,576173,5.146741354331406,180842,7.184,127,557
synthetic_5667,6.4959385248582535,808083,1.4400840437968692,561136,4.418820711641413,182873,7.406,127,519
synthetic_5668,6.6152439344651235,314928,1.39565431267145,225649,4.197249173685894,75032,7.459,127,324
synthetic_5669,6.416705037608174,539328,1.4617083727447415,368971,4.567247599207358,118086,7.371,127,424
synthetic_5670,6.110827902831225,562467,1.5598692128923475,360586,4.880111403211952,115257,7.246,127,433
synthetic_5671,6.468795230705068,562467,1.445923157207418,389002,4.4177773937904,127319,7.393,127,433
synthetic_5672,6.584711528967178,2828523,1.4137490159817065,2000725,4.373190864998833,646787,7.445,127,971
synthetic_5673,6.287938443172066,750000,1.5039312763563957,498693,4.6715583072764195,160546,7.317,127,500
synthetic_5674,6.331232260257498,514188,1.4926887894771983,344471,4.612916827401832,111467,7.334,127,414
synthetic_5675,6.204669269114636,562467,1.530093606417793,367603,4.749001595758154,118439,7.283,127,433
synthetic_5676,6.0333182428711005,1314732,1.5911400815459111,826283,5.091597732131239,258216,7.214,127,662
synthetic_5677,6.704715225773348,128547,1.3570976119592069,94722,4.01709375,32000,7.499,127,207
synthetic_5678,6.375767688643102,679728,1.4748545168135603,460878,4.5845788593320025,148264,7.355,127,476
synthetic_5679,6.369971654870959,1453248,1.4800276197517888,981906,4.620350234634314,314532,7.351,127,696
synthetic_5680,6.333076786385182,534252,1.4880966639462756,359017,4.641431736240824,115105,7.335,127,422
synthetic_5681,6.221055947336885,562467,1.5242636358462802,369009,4.713186803978582,119339,7.29,127,433
synthetic_5682,6.492727084059098,484812,1.4382357129295613,337088,4.3727575290202125,110871,7.405,127,402
synthetic_5683,6.472742889445039,845883,1.4482140503041498,584087,4.440167552898319,190507,7.395,127,531
synthetic_5684,6.37241999300384,610203,1.476330917149742,413324,4.5091668206170334,135325,7.352,127,451
synthetic_5685,6.234041841539323,562467,1.519511674586601,370163,4.714569503118085,119304,7.296,127,433
synthetic_5686,6.3078718891004355,499392,1.494881281655232,334068,4.655858140423826,107261,7.326,127,408
synthetic_5687,6.6410908497233,494508,1.3918432829519547,355290,4.23713884223875,116708,7.471,127,406
synthetic_5688,6.21190971467386,562467,1.5272767261954865,368281,4.7220104771819065,119116,7.286,127,433
synthetic_5689,6.575642211537926,1436592,1.4157911957520115,1014692,4.376277919261091,328268,7.441,127,692
synthetic_5690,6.305626248706402,322752,1.495316018198497,215842,4.593680614859095,70260,7.324,127,328
synthetic_5691,6.3274338473313305,393132,1.4884428845651458,264123,4.5805699904457855,85826,7.333,127,362
synthetic_5692,6.222739093335302,562467,1.5238671922623643,369105,4.717456030730263,119231,7.291,127,433
synthetic_5693,6.152434227541991,499392,1.5469673502261323,322820,4.823738505525076,103528,7.262,127,408
synthetic_5694,6.375593320744311,238572,1.4675935039370078,162560,4.5077373641946155,52925,7.354,127,282
synthetic_5695,6.373034307708273,496947,1.4746376811594204,336996,4.609299348878625,107814,7.352,127,407
synthetic_5696,6.446780039877109,124848,1.4331565534816448,87114,4.239896760171161,29446,7.384,127,204
synthetic_5697,6.589082940112216,562467,1.4093173242196309,399106,4.2987603558436,130844,7.447,127,433
synthetic_5698,6.137342640347546,220323,1.5506640484787062,142083,4.765801427644387,46230,7.255,127,271
synthetic_5699,5.919118277607937,750000,1.6283285749953864,460595,5.158432661820033,145393,7.168,127,500
synthetic_5700,6.80450451709506,665523,1.3439668977550168,495193,4.052334502411223,164232,7.553,127,471
synthetic_5701,6.319253913085296,562467,1.49284190075801,376776,4.667775933609959,120500,7.33,127,433
synthetic_5702,6.179001920617088,565068,1.5383744197759417,367315,4.8065122530047715,117563,7.273,127,434
synthetic_5703,6.317699908574185,30000,1.4235550915820443,21074,3.7969877230730287,7901,7.332,127,100
synthetic_5704,6.371036807069478,470448,1.4758921428683471,318755,4.528458806202893,103887,7.352,127,396
synthetic_5705,6.08383297753028,80688,1.5397591740930863,52403,4.682994776552524,17230,7.234,127,164
synthetic_5706,6.78972197383602,1263603,1.351859122834233,934715,4.139865936283696,305228,7.543,127,649
synthetic_5707,6.223595662640381,340707,1.519941291410523,224158,4.700314543498055,72486,7.291,127,337
synthetic_5708,6.233695100944748,449307,1.5186781317812164,295854,4.681744295092217,95970,7.295,127,387
synthetic_5709,6.270742769857935,562467,1.5082698258617084,372922,4.689647984792143,119938,7.31,127,433
synthetic_5710,6.2755167409098425,499392,1.505725708703439,331662,4.689214820935605,106498,7.312,127,408
synthetic_5711,6.273214385435367,499392,1.5069433966818953,331394,4.6966237186118684,106330,7.311,127,408
synthetic_5712,6.613503404558828,496947,1.3999887312833659,354965,4.27040474349059,116370,7.459,127,407
synthetic_5713,6.54660008110785,160083,1.408759702201806,113634,4.1725225460042745,38366,7.428,127,231
synthetic_5714,6.1240916028514265,499392,1.5554378905009,321062,4.901237597039974,101891,7.251,127,408
synthetic_5715,6.274630237350841,562467,1.5070776518754505,373217,4.68820170868931,119975,7.312,127,433
synthetic_5716,6.357976838270531,336675,1.4781098808468043,227774,4.521980309725599,74453,7.347,127,335
synthetic_5717,6.02990136352426,562467,1.588158559759207,354163,5.080773226141547,110705,7.213,127,433
synthetic_5718,6.647845096595256,562467,1.3911637984338905,404314,4.214719788989382,133453,7.474,127,433
synthetic_5719,6.641662656499161,1009200,1.39408247078049,723917,4.2467776753815665,237639,7.472,127,580
synthetic_5720,6.315811849673166,904203,1.4964599455834553,604228,4.6753240709621045,193399,7.328,127,549
synthetic_5721,6.244038410290807,562467,1.5169381133846291,370791,4.705891703758241,119524,7.299,127,433
synthetic_5722,6.5755822186813635,562467,1.4131626551429577,398020,4.358114704560599,129062,7.441,127,433
synthetic_5723,6.148956842660528,674028,1.5492866451982155,435057,4.8466466768772785,139071,7.26,127,474
synthetic_5724,6.143433301953468,562467,1.5493934285336506,363024,4.844468369148616,116105,7.259,127,433
synthetic_5725,6.509863410041408,562467,1.4325588147650083,392631,4.381130047357926,128384,7.412,127,433
synthetic_5726,6.336825423329345,128547,1.4654073710970008,87721,4.416663803470194,29105,7.34,127,207
synthetic_5727,6.1430385561891665,509232,1.553720823798627,327750,4.827346927167762,105489,7.259,127,412
synthetic_5728,6.443089011836043,359148,1.4511675266375474,247489,4.503818516985817,79743,7.382,127,346
synthetic_5729,6.402729499763089,499392,1.4648105453969482,340926,4.58675385986021,108877,7.366,127,408
synthetic_5730,6.0042543541583875,559872,1.5969696278210073,350584,5.120140470246097,109347,7.202,127,432
synthetic_5731,6.362486491796065,330672,1.481133765721862,223256,4.586996629166724,72089,7.349,127,332
synthetic_5732,6.389582787961536,154587,1.4585743265556446,105985,4.303527184655215,35921,7.36,127,227
synthetic_5733,6.097684663507,562467,1.5649296088142006,359420,4.887957105116796,115072,7.239,127,433
synthetic_5734,6.529236633814843,115248,1.4137042761463163,81522,4.118942101501072,27980,7.42,127,196
synthetic_5735,6.245705444981585,499392,1.5156054628224582,329500,4.765418197433084,104795,7.3,127,408
synthetic_5736,6.416285425340292,562467,1.461697383603081,384804,4.498764266918346,125027,7.372,127,433
synthetic_5737,5.944453061997138,562467,1.617190667184198,347805,5.110502357783411,110061,7.178,127,433
synthetic_5738,6.021750382583752,562467,1.5912272264343104,353480,5.080451983524821,110712,7.209,127,433
synthetic_5739,6.590369980283729,435483,1.4070714968852587,309496,4.289669914006245,101519,7.447,127,381
synthetic_5740,6.377016097617689,714432,1.4746793376624985,484466,4.606890681523611,155079,7.355,127,488
synthetic_5741,6.3358255553135345,546987,1.4907852564102564,366912,4.585047528039028,119298,7.337,127,427
synthetic_5742,6.370325999226979,73947,1.4656030125854722,50455,4.260847018150389,17355,7.353,127,157
synthetic_5743,6.100741684945155,562467,1.5639766543672962,359639,4.882653194093596,115197,7.241,127,433
synthetic_5744,6.484634341563895,562467,1.4402842327635874,390525,4.401632416696665,127786,7.402,127,433
synthetic_5745,5.956959320564055,552123,1.6126406365006485,342372,5.135168064882159,107518,7.184,127,429
synthetic_5746,6.436285895387872,562467,1.4557616603644665,386373,4.485382775119617,125400,7.379,127,433
synthetic_5747,6.453549780437016,501843,1.448337065940155,346496,4.454451851128607,112661,7.388,127,409
synthetic_5748,6.28313001779538,499392,1.5027443428021185,332320,4.669309596828484,106952,7.316,127,408
synthetic_5749,6.330211742580248,738048,1.4922149054082197,494599,4.6429501575858225,158961,7.334,127,496
synthetic_5750,6.371080529638853,521667,1.4776385745564962,353041,4.554850257574435,114530,7.352,127,417
synthetic_5751,6.185622000533427,87723,1.5023376890274187,58391,4.539823008849558,19323,7.277,127,171
synthetic_5752,5.94314384008931,562467,1.6180652844941414,347617,5.120272004806511,109851,7.177,127,433
synthetic_5753,6.188278611980649,299568,1.5306181885068748,195717,4.716120906801008,63520,7.277,127,316
synthetic_5754,6.2763960731406625,494508,1.5054111730448998,328487,4.718677837363308,104798,7.312,127,406
synthetic_5755,6.32483947359717,557283,1.491748689025288,373577,4.674016606558752,119230,7.332,127,431
synthetic_5756,6.154233420816577,499392,1.5461052631578946,323000,4.8235055489554055,103533,7.263,127,408
synthetic_5757,6.434053711995574,654267,1.4576128074998551,448862,4.442093042203031,147288,7.378,127,467
synthetic_5758,6.0073941986596955,562467,1.5962442780153758,352369,5.081737197788298,110684,7.203,127,433
synthetic_5759,6.682884310589939,97200,1.3552138086806185,71723,3.9245770581822588,24767,7.493,127,180
synthetic_5760,6.506238454868425,562467,1.433522696862886,392367,4.382017482354041,128358,7.411,127,433
synthetic_5761,6.399060946826843,69312,1.4484963741614596,47851,4.217597663380796,16434,7.364,127,152
synthetic_5762,6.037434002569084,133563,1.564006182814586,85398,4.624597486236627,28881,7.218,127,211
synthetic_5763,5.979101501390895,594075,1.6062245510439142,369858,5.072881442770775,117108,7.191,127,445
synthetic_5764,6.383216368715935,506763,1.4732296260549274,343981,4.517328983259347,112182,7.356,127,411
synthetic_5765,6.3465128496262535,155952,1.4721897066042366,105932,4.344066852367688,35900,7.34,127,228
synthetic_5766,6.424459178319296,562467,1.4589334765117383,385533,4.489177454626718,125294,7.375,127,433
synthetic_5767,6.2624239039847,562467,1.5106273835741526,372340,4.692817273918085,119857,7.307,127,433
synthetic_5768,6.094556000619712,750000,1.567807682257643,478375,4.943707648904474,151708,7.238,127,500
synthetic_5769,6.279160257444692,562467,1.5053191062295765,373653,4.678919917147064,120213,7.314,127,433
synthetic_5770,6.055858352638766,496947,1.5788023967314988,314762,4.980826283927354,99772,7.223,127,407
synthetic_5771,6.077350667393792,499392,1.572591006423983,317560,4.989180278735201,100095,7.231,127,408
synthetic_5772,6.65478733392409,499392,1.3870112123627618,360049,4.278986873222059,116708,7.478,127,408
synthetic_5773,6.1133414852997054,562467,1.5591773713360648,360746,4.875838693458625,115358,7.247,127,433
synthetic_5774,5.832173232491786,562467,1.6569512076568893,339459,5.273457716107257,106660,7.133,127,433
synthetic_5775,6.46697036500803,562467,1.446131339568989,388946,4.426608428756936,127065,7.393,127,433
synthetic_5776,6.472962285727678,1062075,1.4470061214118621,733981,4.500279658646961,236002,7.395,127,595
synthetic_5777,6.4770423692080445,1436592,1.4474318168765887,992511,4.47601985337417,320953,7.397,127,692
synthetic_5778,6.1322237106753175,499392,1.5528792783380132,321591,4.852093312476317,102923,7.254,127,408
synthetic_5779,6.3398451317829485,89787,1.4547708161182131,61719,4.378785662033651,20505,7.341,127,173
synthetic_5780,6.390754850573264,509232,1.4702645270445844,346354,4.508991738757006,112937,7.361,127,412
synthetic_5781,6.514334426780097,559872,1.4327551527000815,390766,4.405007120433678,127099,7.413,127,432
synthetic_5782,6.247273724032644,449307,1.5152670983407528,296520,4.665168049340158,96311,7.3,127,387
synthetic_5783,6.2416708480550875,123627,1.496894259526087,82589,4.4337768532797766,27883,7.298,127,203
synthetic_5784,6.336531812889072,562467,1.4870401802001871,378246,4.589768906877305,122548,7.337,127,433
synthetic_5785,6.185850500610623,562467,1.537009255388046,365949,4.810370484400657,116928,7.275,127,433
synthetic_5786,6.246447705307367,499392,1.5143599649453712,329771,4.766009429100418,104782,7.302,127,408
synthetic_5787,6.393553802686428,453963,1.4682806132350088,309180,4.553061531517978,99705,7.362,127,389
synthetic_5788,6.383735899370875,506763,1.4726730618899135,344111,4.5054410640302995,112478,7.357,127,411
synthetic_5789,6.196656174279909,562467,1.5325032354744228,367025,4.782394653606775,117612,7.28,127,433
synthetic_5790,6.544803405792315,723243,1.4227488580522563,508342,4.393409063297291,164620,7.427,127,491
synthetic_5791,6.249236759049509,562467,1.5155729201751431,371125,4.695481221147184,119789,7.301,127,433
synthetic_5792,6.13997638768878,717363,1.5530228570686317,461914,4.837568278373458,148290,7.256,127,489
synthetic_5793,6.2799764895427606,499392,1.5040795120849333,332025,4.673154663871837,106864,7.314,127,408
synthetic_5794,5.893651267188786,85683,1.59757984822777,53633,5.012167300380228,17095,7.157,127,169
synthetic_5795,6.21645010078694,588747,1.528629328542089,385147,4.720133727782187,124731,7.287,127,443
synthetic_5796,6.149403317550739,499392,1.5483534916023576,322531,4.831298492734555,103366,7.26,127,408
synthetic_5797,6.431917997738648,711507,1.4575879870528947,488140,4.4965778314258085,158233,7.379,127,487
synthetic_5798,6.254106557637156,524172,1.5125218219330265,346555,4.727807341931992,110870,7.304,127,418
synthetic_5799,6.117425934100644,562467,1.5573297081185247,361174,4.871320313514918,115465,7.249,127,433
synthetic_5800,6.328936662379304,562467,1.4893988301244283,377647,4.6401659833191715,121217,7.334,127,433
synthetic_5801,6.043529580381078,499392,1.5845213203075175,315169,5.00242412100571,99830,7.217,127,408
synthetic_5802,6.240856576404014,123627,1.4970392705343845,82581,4.429963808363493,27907,7.297,127,203
synthetic_5803,6.259362514954141,562467,1.5116301569768849,372093,4.705222475970587,119541,7.306,127,433
synthetic_5804,6.474320798781213,499392,1.441708599291548,346389,4.45722547995823,112041,7.397,127,408
synthetic_5805,6.516328571007323,562467,1.4307404675298248,393130,4.383280990640659,128321,7.415,127,433
synthetic_5806,6.329642611209435,562467,1.4892647498815137,377681,4.636111866669964,121323,7.334,127,433
synthetic_5807,6.590844889661555,499392,1.4069758269003212,354940,4.310752019888129,115848,7.447,127,408
synthetic_5808,6.48216702994251,562467,1.4409299346740105,390350,4.391048761066092,128094,7.4,127,433
synthetic_5809,6.449925422971278,1058508,1.4533716319379606,728312,4.50824126681261,234794,7.386,127,594
synthetic_5810,6.201881885373119,529200,1.52961239413822,345970,4.7960848287112565,110340,7.282,127,420
synthetic_5811,6.268664110332044,562467,1.5083668992593149,372898,4.685116697486131,120054,7.31,127,433
synthetic_5812,6.354301553402889,557283,1.4830507121415342,375768,4.654108902622348,119740,7.344,127,431
synthetic_5813,6.124238271121098,562467,1.5562654079314704,361421,4.867273561149522,115561,7.25,127,433
synthetic_5814,6.401132970799078,562467,1.4675285369512752,383275,4.500924244000416,124967,7.364,127,433
synthetic_5815,6.457688752223808,501843,1.447639350031587,346663,4.4525153047644395,112710,7.389,127,409
synthetic_5816,6.175472225716065,359148,1.5372841091492777,233625,4.709890628688331,76254,7.272,127,346
synthetic_5817,6.287654425073859,359148,1.5002130343611892,239398,4.649104865956428,77251,7.318,127,346
synthetic_5818,6.301015854112522,158700,1.4848428143712575,106880,4.431846742439052,35809,7.322,127,230
synthetic_5819,6.062375524858232,499392,1.5764830668990075,316776,4.99227255005848,100033,7.226,127,408
synthetic_5820,6.482304036443087,562467,1.440915169307859,390354,4.39132301734772,128086,7.4,127,433
synthetic_5821,6.167111928863237,458643,1.541071794578866,297613,4.799177540364352,95567,7.267,127,391
synthetic_5822,6.140748750142045,920748,1.5540076860889216,592499,4.867098711266638,189178,7.257,127,554
synthetic_5823,6.451689118396714,243675,1.442538227929032,168921,4.427797866734505,55033,7.387,127,285
synthetic_5824,6.136519844560431,562467,1.5521040867573608,362390,4.853330227019751,115893,7.255,127,433
synthetic_5825,6.271823839520576,607500,1.5080728442626206,402832,4.647657809977737,130711,7.311,127,450
synthetic_5826,6.630395742409527,562467,1.395737848923916,402989,4.227485907553551,133050,7.467,127,433
synthetic_5827,6.5578823383610105,67500,1.3894320825013895,48581,4.053323725454873,16653,7.436,127,150
synthetic_5828,6.2238086095317815,562467,1.5244578032426104,368962,4.723438024857239,119080,7.29,127,433
synthetic_5829,6.312737048366619,562467,1.494611112587357,376330,4.666072139633661,120544,7.327,127,433
synthetic_5830,6.175237093645761,554700,1.5399820654693654,360199,4.801308739645636,115531,7.271,127,430
synthetic_5831,6.54401858946016,499392,1.4210849819017917,351416,4.377406121804986,114084,7.426,127,408
synthetic_5832,6.4885090440377375,562467,1.4395654176904178,390720,4.388650479073687,128164,7.402,127,433
synthetic_5833,5.930238793557476,562467,1.621853779501449,346805,5.129424102868087,109655,7.172,127,433
synthetic_5834,6.164059728658767,562467,1.5427722707100187,364582,4.837427111822075,116274,7.266,127,433
synthetic_5835,6.19633467053795,596748,1.5325515817372144,389382,4.763162095718528,125284,7.28,127,446
synthetic_5836,6.3216024192727795,501843,1.4909268623105307,336598,4.632881593766733,108322,7.331,127,409
synthetic_5837,6.207819052507053,599427,1.5287800150473738,392095,4.7715582089552235,125625,7.284,127,447
synthetic_5838,6.435782511694921,562467,1.4572401232185004,385981,4.487744746038585,125334,7.378,127,433
synthetic_5839,6.049631103297221,22188,1.4375121477162294,15435,3.8354364736387208,5785,7.224,127,86
synthetic_5840,6.19372097598435,499392,1.5319336908107046,325988,4.797924773022049,104085,7.279,127,408
synthetic_5841,6.270911370454659,463347,1.5069518299167732,307473,4.685005055611729,98900,7.31,127,393
synthetic_5842,6.054778306022476,496947,1.5790883525841661,314705,4.975091853794788,99887,7.222,127,407
synthetic_5843,6.068819371253287,562467,1.5747482354785696,357179,4.935479625144783,113964,7.229,127,433
synthetic_5844,6.675578791633864,659883,1.3833503138246355,477018,4.2018185638694145,157047,7.487,127,469
synthetic_5845,6.390530672161541,499392,1.468415620616956,340089,4.618483478067863,108129,7.361,127,408
synthetic_5846,6.165090435616708,750000,1.5442266512930325,485680,4.833813492140219,155157,7.267,127,500
synthetic_5847,6.290953751723244,562467,1.501597793789828,374579,4.679075609979286,120209,7.319,127,433
synthetic_5848,6.007662220420108,1625088,1.6010072499534502,1015041,5.1426021740162335,316005,7.203,127,736
synthetic_5849,6.511004314161135,89787,1.4043481661062016,63935,4.087730480309584,21965,7.413,127,173
synthetic_5850,6.290935778850576,750000,1.5035182326644347,498830,4.672897196261682,160500,7.318,127,500
synthetic_5851,6.187835964495335,562467,1.536089991479321,366168,4.8130048603504925,116864,7.276,127,433
synthetic_5852,6.4980444550896985,1051392,1.4387080265302297,730789,4.513709950930096,232933,7.406,127,592
synthetic_5853,6.477595425297575,562467,1.442552274749879,389911,4.400117343346632,127830,7.398,127,433
synthetic_5854,6.3261463942995855,562467,1.4902748890508049,377425,4.650909151045585,120937,7.333,127,433
synthetic_5855,6.246169698396484,562467,1.5164187232757644,370918,4.702036414706325,119622,7.3,127,433
synthetic_5856,5.854209535844423,679728,1.6532038778279883,411158,5.275875718931673,128837,7.141,127,476
synthetic_5857,6.418811772478551,496947,1.459844129596282,340411,4.549921718350866,109221,7.372,127,407
synthetic_5858,6.473111325433623,562467,1.443337037046541,389699,4.400668158417701,127814,7.397,127,433
synthetic_5859,6.283721803981599,421875,1.5020828882717367,280860,4.7243499294497076,89298,7.316,127,375
synthetic_5860,6.217500746845512,499392,1.5244095641901483,327597,4.7763569413227485,104555,7.289,127,408
synthetic_5861,6.367682676030074,580800,1.4782688372377142,392892,4.620782382471577,125693,7.35,127,440
synthetic_5862,6.242145043437279,562467,1.5175684025070353,370637,4.7067186597826,119503,7.298,127,433
synthetic_5863,6.372086261972415,645888,1.4765516768397229,437430,4.605491896208723,140243,7.351,127,464
synthetic_5864,6.269461238492918,499392,1.5071707953063884,331344,4.715916709948534,105895,7.31,127,408
synthetic_5865,6.567631035175668,559872,1.415487456166742,395533,4.388674630796727,127572,7.438,127,432
synthetic_5866,6.271527054802474,499392,1.5067478887390364,331437,4.710356536502546,106020,7.31,127,408
synthetic_5867,6.496110191648404,562467,1.4375087852913138,391279,4.391905925711921,128069,7.405,127,433
synthetic_5868,6.647812506842682,1678512,1.3933850172957816,1204629,4.2776516280954455,392391,7.474,127,748
synthetic_5869,6.19272499815366,871563,1.536216122846104,567344,4.820058621833868,180820,7.279,127,539
synthetic_5870,6.198158666742762,562467,1.532403030658032,367049,4.769943774964171,117919,7.281,127,433
synthetic_5871,6.4630600710394095,562467,1.4476461822365323,388539,4.4471177033341505,126479,7.39,127,433
synthetic_5872,6.262808244856649,89787,1.4800461551141515,60665,4.401539291141723,20399,7.309,127,173
synthetic_5873,6.530313317095584,562467,1.4260248966863576,394430,4.37588106240956,128538,7.422,127,433
synthetic_5874,6.064820383937676,610203,1.5764382797221226,387077,4.993600497557223,122197,7.228,127,451
synthetic_5875,5.947651100785658,531723,1.6158306262174424,329071,5.049697050276358,105298,7.18,127,421
synthetic_5876,6.476872377241964,324723,1.4404221153675545,225436,4.358405476142541,74505,7.398,127,329
synthetic_5877,5.899253594081388,562467,1.632857043324779,344468,5.2298673162930385,107549,7.16,127,433
synthetic_5878,6.350309036040347,484812,1.4837807315274179,326741,4.563237107385898,106243,7.342,127,402
synthetic_5879,6.688507813572239,499392,1.3773785259000406,362567,4.172239209985463,119694,7.492,127,408
synthetic_5880,6.273169424322174,496947,1.5062605896563117,329921,4.7365275739148665,104918,7.311,127,407
synthetic_5881,6.4877448867323,562467,1.4400887914833913,390578,4.3922145869123845,128060,7.401,127,433
synthetic_5882,6.030002573502452,594075,1.5879093562562145,374124,5.032572048184606,118046,7.213,127,445
synthetic_5883,6.048425536406451,499392,1.581575647018584,315756,5.009147809340395,99696,7.22,127,408
synthetic_5884,5.872235311141596,57132,1.5824723707171149,36103,4.77492687003761,11965,7.149,127,138
synthetic_5885,6.348249533961842,562467,1.4832638465859196,379209,4.550446172142355,123607,7.342,127,433
synthetic_5886,6.399656369903117,451632,1.4660139969097732,308068,4.541799495167892,99439,7.364,127,388
